video,group,frame,landmarks,Label
video_4.mp4,11,689,"[3.5175e+02 2.0749e+02 9.3152e-01 3.5634e+02 1.9194e+02 2.9580e-02
 3.5429e+02 1.8686e+02 9.7527e-01 2.9993e+02 1.7145e+02 1.7277e-02
 3.2673e+02 1.6720e+02 8.9887e-01 2.4517e+02 2.0893e+02 9.5387e-01
 2.8510e+02 2.3481e+02 9.6249e-01 3.0217e+02 3.3609e+02 8.6434e-01
 3.7015e+02 3.9137e+02 9.3123e-01 3.9251e+02 3.4982e+02 8.3953e-01
 4.5002e+02 3.7151e+02 9.0855e-01 2.2479e+02 4.6769e+02 7.8791e-01
 2.5011e+02 4.8259e+02 7.9174e-01 3.9576e+02 4.6936e+02 1.9064e-01
 4.2226e+02 4.8442e+02 2.3676e-01 3.7474e+02 4.8367e+02 4.8638e-02
 3.6816e+02 4.9269e+02]",
video_4.mp4,11,695,"[3.4961e+02 2.0739e+02 9.3658e-01 3.5422e+02 1.9186e+02 3.2034e-02
 3.5200e+02 1.8663e+02 9.7771e-01 2.9802e+02 1.7206e+02 1.7148e-02
 3.2460e+02 1.6719e+02 8.9858e-01 2.4340e+02 2.0895e+02 9.5288e-01
 2.8375e+02 2.3382e+02 9.6237e-01 2.9979e+02 3.3677e+02 8.5955e-01
 3.6906e+02 3.9148e+02 9.3053e-01 3.8967e+02 3.4984e+02 8.3314e-01
 4.4823e+02 3.7242e+02 9.0667e-01 2.2275e+02 4.6671e+02 7.8952e-01
 2.4938e+02 4.8157e+02 7.9501e-01 3.8877e+02 4.6835e+02 1.9690e-01
 4.2178e+02 4.8389e+02 2.4514e-01 3.7303e+02 4.8361e+02 5.0315e-02
 3.7111e+02 4.9344e+02]",
video_4.mp4,11,701,"[3.4778e+02 2.0797e+02 9.4003e-01 3.5243e+02 1.9179e+02 3.5461e-02
 3.4991e+02 1.8661e+02 9.7872e-01 2.9727e+02 1.7227e+02 1.7776e-02
 3.2298e+02 1.6739e+02 8.9914e-01 2.4200e+02 2.0935e+02 9.5147e-01
 2.8256e+02 2.3391e+02 9.6172e-01 2.9560e+02 3.3872e+02 8.5401e-01
 3.6828e+02 3.9240e+02 9.2950e-01 3.8647e+02 3.5211e+02 8.2821e-01
 4.4691e+02 3.7198e+02 9.0626e-01 2.1978e+02 4.6569e+02 7.8449e-01
 2.4774e+02 4.8075e+02 7.9112e-01 3.8665e+02 4.6743e+02 1.9740e-01
 4.2306e+02 4.8441e+02 2.4682e-01 3.6484e+02 4.8332e+02 5.0655e-02
 3.6303e+02 4.9392e+02]",
video_4.mp4,11,707,"[3.4645e+02 2.0787e+02 9.3889e-01 3.5077e+02 1.9157e+02 3.5093e-02
 3.4824e+02 1.8662e+02 9.7886e-01 2.9431e+02 1.7280e+02 1.7893e-02
 3.2058e+02 1.6875e+02 9.0029e-01 2.3942e+02 2.1047e+02 9.5251e-01
 2.8086e+02 2.3452e+02 9.6179e-01 2.9521e+02 3.3986e+02 8.5727e-01
 3.6648e+02 3.9319e+02 9.2960e-01 3.8515e+02 3.5344e+02 8.3145e-01
 4.4527e+02 3.7263e+02 9.0662e-01 2.1611e+02 4.6521e+02 7.9207e-01
 2.4256e+02 4.8032e+02 7.9705e-01 3.8431e+02 4.6857e+02 2.0830e-01
 4.1809e+02 4.8458e+02 2.5817e-01 3.6696e+02 4.8542e+02 5.2994e-02
 3.6385e+02 4.9528e+02]",
video_4.mp4,11,713,"[3.4437e+02 2.0835e+02 9.3893e-01 3.4864e+02 1.9176e+02 3.5602e-02
 3.4613e+02 1.8704e+02 9.7888e-01 2.9247e+02 1.7263e+02 1.8455e-02
 3.1888e+02 1.6944e+02 8.9960e-01 2.3761e+02 2.1012e+02 9.5246e-01
 2.8014e+02 2.3443e+02 9.6199e-01 2.9152e+02 3.4054e+02 8.5641e-01
 3.6453e+02 3.9257e+02 9.2899e-01 3.8107e+02 3.5305e+02 8.2877e-01
 4.4355e+02 3.7302e+02 9.0469e-01 2.1502e+02 4.6606e+02 7.9433e-01
 2.4201e+02 4.8110e+02 7.9963e-01 3.8228e+02 4.6924e+02 2.1103e-01
 4.1716e+02 4.8480e+02 2.6127e-01 3.7012e+02 4.8581e+02 5.3916e-02
 3.6536e+02 4.9580e+02]",
video_4.mp4,11,719,"[3.4198e+02 2.0899e+02 9.3718e-01 3.4616e+02 1.9225e+02 3.4973e-02
 3.4398e+02 1.8757e+02 9.7837e-01 2.8973e+02 1.7355e+02 1.9947e-02
 3.1752e+02 1.7030e+02 8.9805e-01 2.3388e+02 2.1218e+02 9.5120e-01
 2.7806e+02 2.3445e+02 9.6185e-01 2.8796e+02 3.4438e+02 8.5105e-01
 3.6346e+02 3.9379e+02 9.2867e-01 3.7723e+02 3.5431e+02 8.2272e-01
 4.4288e+02 3.7348e+02 9.0376e-01 2.0994e+02 4.6685e+02 7.9574e-01
 2.3810e+02 4.8139e+02 8.0305e-01 3.7539e+02 4.6911e+02 2.2204e-01
 4.1400e+02 4.8407e+02 2.7583e-01 3.7034e+02 4.8625e+02 5.7103e-02
 3.6956e+02 4.9734e+02]",
video_4.mp4,12,731,"[3.3855e+02 2.0886e+02 9.3248e-01 3.4245e+02 1.9167e+02 3.2844e-02
 3.4046e+02 1.8759e+02 9.7571e-01 2.8589e+02 1.7275e+02 2.0788e-02
 3.1464e+02 1.7106e+02 8.9792e-01 2.2963e+02 2.1149e+02 9.4752e-01
 2.7661e+02 2.3558e+02 9.6089e-01 2.8504e+02 3.4670e+02 8.3588e-01
 3.6111e+02 3.9423e+02 9.2764e-01 3.7433e+02 3.5542e+02 8.0699e-01
 4.3889e+02 3.7423e+02 9.0259e-01 2.0136e+02 4.6950e+02 7.8280e-01
 2.3397e+02 4.8379e+02 7.9449e-01 3.7034e+02 4.6964e+02 2.1475e-01
 4.1437e+02 4.8537e+02 2.7277e-01 3.5815e+02 4.8611e+02 5.6065e-02
 3.6283e+02 4.9890e+02]",
video_4.mp4,12,737,"[3.3681e+02 2.0965e+02 9.3884e-01 3.4076e+02 1.9213e+02 3.5598e-02
 3.3870e+02 1.8799e+02 9.7829e-01 2.8497e+02 1.7330e+02 1.9935e-02
 3.1300e+02 1.7096e+02 8.9930e-01 2.2704e+02 2.1302e+02 9.4654e-01
 2.7524e+02 2.3609e+02 9.6117e-01 2.8367e+02 3.5043e+02 8.2730e-01
 3.6019e+02 3.9454e+02 9.2633e-01 3.7177e+02 3.5632e+02 7.9738e-01
 4.3731e+02 3.7472e+02 9.0040e-01 2.0072e+02 4.7091e+02 7.7455e-01
 2.3231e+02 4.8477e+02 7.8876e-01 3.7260e+02 4.7172e+02 2.0874e-01
 4.0913e+02 4.8612e+02 2.6798e-01 3.6258e+02 4.8605e+02 5.4983e-02
 3.6019e+02 4.9912e+02]",
video_10.mp4,1,5,"[2.4262e+02 1.8386e+02 9.7575e-01 2.4260e+02 1.6037e+02 1.0442e-01
 2.3334e+02 1.5822e+02 9.9114e-01 1.9937e+02 1.5818e+02 7.3039e-03
 1.8153e+02 1.5338e+02 9.3118e-01 1.5542e+02 2.7938e+02 9.4981e-01
 1.3438e+02 2.9635e+02 9.3009e-01 2.0455e+02 4.3744e+02 7.0235e-01
 1.7249e+02 4.9047e+02 6.4053e-01 3.1169e+02 4.5291e+02 6.3510e-01
 3.0769e+02 4.8492e+02 5.9592e-01 1.7665e+02 4.9307e+02 2.3019e-01
 1.5150e+02 5.0307e+02 1.8534e-01 3.3534e+02 4.7342e+02 2.6110e-02
 2.8412e+02 4.7404e+02 2.5895e-02 2.8490e+02 4.6863e+02 1.1996e-02
 2.3795e+02 4.6453e+02]",
video_10.mp4,1,11,"[2.4049e+02 1.8531e+02 9.7510e-01 2.4089e+02 1.6245e+02 1.0761e-01
 2.3144e+02 1.6047e+02 9.9060e-01 1.9873e+02 1.5885e+02 7.5116e-03
 1.7990e+02 1.5406e+02 9.3027e-01 1.5451e+02 2.7957e+02 9.5001e-01
 1.3203e+02 2.9722e+02 9.2763e-01 2.0241e+02 4.3932e+02 6.9992e-01
 1.6949e+02 4.9021e+02 6.2408e-01 3.1051e+02 4.5322e+02 6.2991e-01
 3.0262e+02 4.8543e+02 5.7802e-01 1.7408e+02 4.9309e+02 2.2691e-01
 1.4749e+02 5.0302e+02 1.8002e-01 3.3141e+02 4.7454e+02 2.6061e-02
 2.7782e+02 4.7475e+02 2.5405e-02 2.7902e+02 4.6917e+02 1.2004e-02
 2.3342e+02 4.6534e+02]",
video_10.mp4,1,17,"[2.3909e+02 1.8813e+02 9.7782e-01 2.3994e+02 1.6460e+02 1.2560e-01
 2.2975e+02 1.6255e+02 9.9152e-01 1.9964e+02 1.6008e+02 7.5548e-03
 1.7820e+02 1.5492e+02 9.3052e-01 1.5284e+02 2.7964e+02 9.5043e-01
 1.2964e+02 2.9756e+02 9.2629e-01 2.0080e+02 4.3923e+02 7.0326e-01
 1.6739e+02 4.9036e+02 6.1740e-01 3.0855e+02 4.5304e+02 6.3277e-01
 2.9874e+02 4.8565e+02 5.7273e-01 1.7243e+02 4.9298e+02 2.3196e-01
 1.4576e+02 5.0309e+02 1.8214e-01 3.3356e+02 4.7645e+02 2.6782e-02
 2.8163e+02 4.7717e+02 2.5860e-02 2.7789e+02 4.7008e+02 1.2192e-02
 2.3516e+02 4.6573e+02]",
video_10.mp4,1,23,"[2.3780e+02 1.8922e+02 9.7655e-01 2.3866e+02 1.6589e+02 1.1609e-01
 2.2868e+02 1.6353e+02 9.9115e-01 1.9753e+02 1.6153e+02 7.4899e-03
 1.7661e+02 1.5548e+02 9.2982e-01 1.5076e+02 2.8088e+02 9.4963e-01
 1.2795e+02 2.9806e+02 9.2156e-01 1.9826e+02 4.3995e+02 6.9858e-01
 1.6482e+02 4.8994e+02 5.9199e-01 3.0567e+02 4.5361e+02 6.2643e-01
 2.9661e+02 4.8538e+02 5.4896e-01 1.7127e+02 4.9209e+02 2.2618e-01
 1.4553e+02 5.0203e+02 1.7393e-01 3.3521e+02 4.7626e+02 2.6704e-02
 2.8846e+02 4.7695e+02 2.5339e-02 2.7636e+02 4.6932e+02 1.2269e-02
 2.4023e+02 4.6359e+02]",
video_10.mp4,1,29,"[2.3605e+02 1.8979e+02 9.7745e-01 2.3748e+02 1.6681e+02 1.3930e-01
 2.2666e+02 1.6475e+02 9.9091e-01 1.9942e+02 1.6158e+02 7.9746e-03
 1.7533e+02 1.5593e+02 9.2921e-01 1.5082e+02 2.8098e+02 9.5100e-01
 1.2625e+02 2.9801e+02 9.2478e-01 1.9736e+02 4.3991e+02 7.1012e-01
 1.6217e+02 4.9008e+02 6.1247e-01 3.0360e+02 4.5363e+02 6.4034e-01
 2.9218e+02 4.8710e+02 5.6942e-01 1.6904e+02 4.9286e+02 2.4167e-01
 1.4066e+02 5.0270e+02 1.8783e-01 3.3592e+02 4.7759e+02 2.8573e-02
 2.7655e+02 4.7741e+02 2.7204e-02 2.7426e+02 4.7248e+02 1.2736e-02
 2.3086e+02 4.6729e+02]",
video_10.mp4,1,35,"[2.3493e+02 1.9114e+02 9.7640e-01 2.3658e+02 1.6842e+02 1.3056e-01
 2.2598e+02 1.6577e+02 9.9065e-01 1.9815e+02 1.6337e+02 7.8596e-03
 1.7452e+02 1.5617e+02 9.2690e-01 1.5041e+02 2.8131e+02 9.5067e-01
 1.2483e+02 2.9772e+02 9.2387e-01 1.9681e+02 4.3961e+02 7.1112e-01
 1.6016e+02 4.8977e+02 6.1208e-01 3.0092e+02 4.5370e+02 6.4324e-01
 2.8952e+02 4.8692e+02 5.7076e-01 1.6829e+02 4.9313e+02 2.3936e-01
 1.3863e+02 5.0252e+02 1.8577e-01 3.3145e+02 4.7730e+02 2.8308e-02
 2.6307e+02 4.7639e+02 2.6741e-02 2.7344e+02 4.7196e+02 1.2704e-02
 2.2216e+02 4.6713e+02]",
video_10.mp4,1,41,"[2.3425e+02 1.9084e+02 9.7802e-01 2.3605e+02 1.6803e+02 1.3908e-01
 2.2530e+02 1.6536e+02 9.9127e-01 1.9812e+02 1.6268e+02 7.8968e-03
 1.7406e+02 1.5564e+02 9.2611e-01 1.4979e+02 2.8130e+02 9.5064e-01
 1.2409e+02 2.9826e+02 9.2469e-01 1.9715e+02 4.3887e+02 7.1137e-01
 1.5946e+02 4.8956e+02 6.1776e-01 2.9855e+02 4.5342e+02 6.4702e-01
 2.8724e+02 4.8678e+02 5.7966e-01 1.6758e+02 4.9272e+02 2.3681e-01
 1.3868e+02 5.0226e+02 1.8470e-01 3.2606e+02 4.7708e+02 2.7863e-02
 2.6191e+02 4.7681e+02 2.6418e-02 2.7307e+02 4.7043e+02 1.2607e-02
 2.2352e+02 4.6606e+02]",
video_10.mp4,1,47,"[2.3414e+02 1.9065e+02 9.7753e-01 2.3575e+02 1.6777e+02 1.3129e-01
 2.2528e+02 1.6519e+02 9.9122e-01 1.9698e+02 1.6247e+02 7.7847e-03
 1.7407e+02 1.5579e+02 9.2607e-01 1.4974e+02 2.8113e+02 9.5064e-01
 1.2383e+02 2.9815e+02 9.2540e-01 1.9746e+02 4.3860e+02 7.1263e-01
 1.5966e+02 4.8965e+02 6.2322e-01 2.9815e+02 4.5327e+02 6.4940e-01
 2.8806e+02 4.8632e+02 5.8576e-01 1.6785e+02 4.9264e+02 2.3813e-01
 1.3858e+02 5.0221e+02 1.8653e-01 3.2651e+02 4.7688e+02 2.7927e-02
 2.6005e+02 4.7645e+02 2.6578e-02 2.7365e+02 4.7035e+02 1.2615e-02
 2.2180e+02 4.6605e+02]",
video_10.mp4,1,53,"[2.3411e+02 1.8971e+02 9.7823e-01 2.3559e+02 1.6701e+02 1.3070e-01
 2.2517e+02 1.6437e+02 9.9163e-01 1.9655e+02 1.6205e+02 7.6032e-03
 1.7384e+02 1.5527e+02 9.3025e-01 1.4985e+02 2.7974e+02 9.5154e-01
 1.2437e+02 2.9683e+02 9.3138e-01 1.9903e+02 4.3703e+02 7.2108e-01
 1.6145e+02 4.9014e+02 6.5979e-01 3.0149e+02 4.5370e+02 6.5947e-01
 3.0679e+02 4.8499e+02 6.2118e-01 1.6846e+02 4.9266e+02 2.5768e-01
 1.3987e+02 5.0295e+02 2.0759e-01 3.3484e+02 4.7746e+02 2.9687e-02
 2.7529e+02 4.7788e+02 2.9314e-02 2.7718e+02 4.7309e+02 1.2953e-02
 2.2976e+02 4.6751e+02]",
video_10.mp4,1,59,"[2.3518e+02 1.8969e+02 9.7801e-01 2.3666e+02 1.6684e+02 1.2861e-01
 2.2627e+02 1.6426e+02 9.9159e-01 1.9730e+02 1.6186e+02 7.6119e-03
 1.7492e+02 1.5523e+02 9.3136e-01 1.5082e+02 2.7965e+02 9.5148e-01
 1.2519e+02 2.9680e+02 9.3177e-01 1.9948e+02 4.3637e+02 7.1917e-01
 1.6132e+02 4.9003e+02 6.5936e-01 3.0270e+02 4.5417e+02 6.5600e-01
 3.0548e+02 4.8565e+02 6.1959e-01 1.6947e+02 4.9246e+02 2.5726e-01
 1.4173e+02 5.0307e+02 2.0781e-01 3.3570e+02 4.7772e+02 2.9455e-02
 2.8468e+02 4.7914e+02 2.9273e-02 2.7717e+02 4.7278e+02 1.2880e-02
 2.3872e+02 4.6665e+02]",
video_10.mp4,2,71,"[2.3769e+02 1.8933e+02 9.7779e-01 2.3895e+02 1.6595e+02 1.2165e-01
 2.2876e+02 1.6356e+02 9.9170e-01 1.9862e+02 1.6067e+02 7.3278e-03
 1.7709e+02 1.5420e+02 9.3198e-01 1.5326e+02 2.7833e+02 9.5152e-01
 1.2747e+02 2.9506e+02 9.3871e-01 2.0268e+02 4.3349e+02 7.3074e-01
 1.6426e+02 4.9019e+02 7.1209e-01 3.0832e+02 4.5093e+02 6.7696e-01
 3.1005e+02 4.8560e+02 6.7720e-01 1.7202e+02 4.9324e+02 2.7319e-01
 1.4336e+02 5.0433e+02 2.3032e-01 3.4059e+02 4.7765e+02 2.9731e-02
 2.8665e+02 4.7986e+02 3.0967e-02 2.8462e+02 4.7324e+02 1.2719e-02
 2.3654e+02 4.6803e+02]",
video_10.mp4,2,77,"[2.3897e+02 1.8902e+02 9.7816e-01 2.4028e+02 1.6563e+02 1.2525e-01
 2.3011e+02 1.6334e+02 9.9175e-01 2.0018e+02 1.6007e+02 7.3877e-03
 1.7857e+02 1.5371e+02 9.3278e-01 1.5354e+02 2.7825e+02 9.5124e-01
 1.2939e+02 2.9521e+02 9.3997e-01 2.0369e+02 4.3218e+02 7.3040e-01
 1.6597e+02 4.9024e+02 7.1900e-01 3.1133e+02 4.5111e+02 6.7687e-01
 3.1136e+02 4.8643e+02 6.8439e-01 1.7488e+02 4.9234e+02 2.7517e-01
 1.4872e+02 5.0395e+02 2.3414e-01 3.4322e+02 4.7779e+02 2.9564e-02
 3.0255e+02 4.8137e+02 3.1259e-02 2.8746e+02 4.7230e+02 1.2629e-02
 2.5018e+02 4.6630e+02]",
video_10.mp4,2,83,"[2.4078e+02 1.8924e+02 9.7699e-01 2.4188e+02 1.6500e+02 1.0943e-01
 2.3221e+02 1.6267e+02 9.9158e-01 1.9991e+02 1.5959e+02 7.1727e-03
 1.8017e+02 1.5330e+02 9.2942e-01 1.5603e+02 2.7748e+02 9.5095e-01
 1.3112e+02 2.9352e+02 9.4279e-01 2.0638e+02 4.3224e+02 7.3952e-01
 1.6817e+02 4.9043e+02 7.4893e-01 3.1371e+02 4.4981e+02 6.9639e-01
 3.2122e+02 4.8429e+02 7.1960e-01 1.7492e+02 4.9322e+02 2.8231e-01
 1.4498e+02 5.0397e+02 2.4569e-01 3.3660e+02 4.7376e+02 3.0812e-02
 2.6266e+02 4.7549e+02 3.2848e-02 2.8665e+02 4.7358e+02 1.3042e-02
 2.2141e+02 4.7016e+02]",
video_10.mp4,2,89,"[2.4196e+02 1.8827e+02 9.7753e-01 2.4294e+02 1.6458e+02 1.1112e-01
 2.3341e+02 1.6187e+02 9.9192e-01 2.0100e+02 1.6022e+02 6.9967e-03
 1.8179e+02 1.5329e+02 9.2954e-01 1.5747e+02 2.7683e+02 9.5048e-01
 1.3324e+02 2.9227e+02 9.4460e-01 2.0780e+02 4.3207e+02 7.3775e-01
 1.6891e+02 4.8916e+02 7.6042e-01 3.1529e+02 4.4928e+02 6.9686e-01
 3.2652e+02 4.8297e+02 7.3158e-01 1.7570e+02 4.9295e+02 2.7956e-01
 1.4759e+02 5.0364e+02 2.4728e-01 3.3206e+02 4.7365e+02 2.9906e-02
 2.7080e+02 4.7631e+02 3.2556e-02 2.8793e+02 4.7271e+02 1.2745e-02
 2.3213e+02 4.6901e+02]",
video_10.mp4,2,95,"[2.4315e+02 1.8587e+02 9.7601e-01 2.4388e+02 1.6275e+02 9.6460e-02
 2.3521e+02 1.6032e+02 9.9153e-01 1.9986e+02 1.5851e+02 7.1122e-03
 1.8387e+02 1.5250e+02 9.2995e-01 1.5813e+02 2.7514e+02 9.5046e-01
 1.3468e+02 2.9165e+02 9.4719e-01 2.0830e+02 4.2967e+02 7.4414e-01
 1.6775e+02 4.8932e+02 7.7974e-01 3.1614e+02 4.4710e+02 7.0686e-01
 3.2355e+02 4.8219e+02 7.5415e-01 1.7718e+02 4.9218e+02 2.9323e-01
 1.5041e+02 5.0391e+02 2.6437e-01 3.3520e+02 4.7451e+02 3.0539e-02
 2.8625e+02 4.7955e+02 3.4129e-02 2.8939e+02 4.7260e+02 1.2725e-02
 2.4548e+02 4.6870e+02]",
video_10.mp4,2,101,"[2.4541e+02 1.8273e+02 9.7888e-01 2.4544e+02 1.5903e+02 1.0923e-01
 2.3636e+02 1.5670e+02 9.9255e-01 2.0199e+02 1.5622e+02 6.7962e-03
 1.8499e+02 1.5057e+02 9.3118e-01 1.5982e+02 2.7375e+02 9.5123e-01
 1.3606e+02 2.8953e+02 9.4848e-01 2.0955e+02 4.2863e+02 7.4652e-01
 1.6889e+02 4.8830e+02 7.8387e-01 3.1682e+02 4.4669e+02 7.0785e-01
 3.2402e+02 4.8200e+02 7.5666e-01 1.7899e+02 4.9195e+02 2.9980e-01
 1.5232e+02 5.0357e+02 2.7141e-01 3.3550e+02 4.7402e+02 3.1277e-02
 2.8760e+02 4.7881e+02 3.5050e-02 2.8924e+02 4.7218e+02 1.2965e-02
 2.4678e+02 4.6794e+02]",
video_10.mp4,2,107,"[2.4651e+02 1.7846e+02 9.8144e-01 2.4644e+02 1.5535e+02 1.4469e-01
 2.3614e+02 1.5303e+02 9.9294e-01 2.0670e+02 1.5391e+02 6.8279e-03
 1.8386e+02 1.4829e+02 9.3172e-01 1.6126e+02 2.7201e+02 9.5126e-01
 1.3710e+02 2.8856e+02 9.4907e-01 2.1020e+02 4.2595e+02 7.4751e-01
 1.6967e+02 4.8730e+02 7.8740e-01 3.1714e+02 4.4507e+02 7.1017e-01
 3.2392e+02 4.8140e+02 7.6198e-01 1.8143e+02 4.9093e+02 3.0028e-01
 1.5542e+02 5.0327e+02 2.7299e-01 3.3799e+02 4.7287e+02 3.0870e-02
 2.9800e+02 4.7926e+02 3.4908e-02 2.9140e+02 4.6942e+02 1.2883e-02
 2.5784e+02 4.6476e+02]",
video_10.mp4,2,113,"[2.4673e+02 1.7593e+02 9.8401e-01 2.4636e+02 1.5199e+02 1.7104e-01
 2.3533e+02 1.4971e+02 9.9379e-01 2.0820e+02 1.5152e+02 6.7724e-03
 1.8222e+02 1.4602e+02 9.3355e-01 1.6219e+02 2.7142e+02 9.5215e-01
 1.3713e+02 2.8831e+02 9.4966e-01 2.1092e+02 4.2506e+02 7.4753e-01
 1.7053e+02 4.8724e+02 7.8596e-01 3.1799e+02 4.4437e+02 7.0923e-01
 3.2673e+02 4.8065e+02 7.5980e-01 1.8222e+02 4.9055e+02 3.0256e-01
 1.5581e+02 5.0299e+02 2.7449e-01 3.3721e+02 4.7253e+02 3.1473e-02
 2.9718e+02 4.7911e+02 3.5472e-02 2.9051e+02 4.6915e+02 1.3104e-02
 2.5713e+02 4.6438e+02]",
video_10.mp4,2,119,"[2.4645e+02 1.7441e+02 9.8552e-01 2.4601e+02 1.5013e+02 1.8581e-01
 2.3462e+02 1.4783e+02 9.9441e-01 2.0867e+02 1.4981e+02 6.6174e-03
 1.8074e+02 1.4391e+02 9.3357e-01 1.6276e+02 2.7009e+02 9.5216e-01
 1.3719e+02 2.8689e+02 9.5024e-01 2.1143e+02 4.2334e+02 7.4856e-01
 1.7088e+02 4.8688e+02 7.9036e-01 3.1891e+02 4.4201e+02 7.1240e-01
 3.2839e+02 4.7959e+02 7.6557e-01 1.8307e+02 4.9086e+02 3.0255e-01
 1.5602e+02 5.0337e+02 2.7564e-01 3.3726e+02 4.7177e+02 3.1185e-02
 2.9452e+02 4.7846e+02 3.5312e-02 2.9140e+02 4.6810e+02 1.3041e-02
 2.5479e+02 4.6364e+02]",
video_10.mp4,2,125,"[2.4574e+02 1.7344e+02 9.8564e-01 2.4520e+02 1.4892e+02 1.8942e-01
 2.3366e+02 1.4687e+02 9.9438e-01 2.0833e+02 1.4820e+02 6.6489e-03
 1.7953e+02 1.4236e+02 9.3318e-01 1.6302e+02 2.6947e+02 9.5193e-01
 1.3623e+02 2.8653e+02 9.5006e-01 2.1120e+02 4.2176e+02 7.4872e-01
 1.7026e+02 4.8648e+02 7.9125e-01 3.1693e+02 4.4044e+02 7.1537e-01
 3.2844e+02 4.7896e+02 7.6878e-01 1.8307e+02 4.9015e+02 3.0017e-01
 1.5495e+02 5.0280e+02 2.7357e-01 3.3756e+02 4.7061e+02 3.0923e-02
 2.9190e+02 4.7733e+02 3.5034e-02 2.9020e+02 4.6682e+02 1.2995e-02
 2.5197e+02 4.6291e+02]",
video_10.mp4,3,137,"[2.4382e+02 1.7027e+02 9.8509e-01 2.4345e+02 1.4687e+02 1.7732e-01
 2.3226e+02 1.4447e+02 9.9427e-01 2.0645e+02 1.4625e+02 6.5711e-03
 1.7783e+02 1.3968e+02 9.3151e-01 1.6208e+02 2.6611e+02 9.5154e-01
 1.3439e+02 2.8357e+02 9.5061e-01 2.0952e+02 4.1868e+02 7.5264e-01
 1.6809e+02 4.8486e+02 8.0120e-01 3.1187e+02 4.3615e+02 7.2511e-01
 3.2928e+02 4.7831e+02 7.8190e-01 1.8025e+02 4.9019e+02 2.9914e-01
 1.5078e+02 5.0274e+02 2.7470e-01 3.3341e+02 4.6902e+02 3.0201e-02
 2.7771e+02 4.7456e+02 3.4376e-02 2.8549e+02 4.6597e+02 1.2721e-02
 2.3935e+02 4.6325e+02]",
video_10.mp4,3,143,"[2.4384e+02 1.6896e+02 9.8555e-01 2.4347e+02 1.4530e+02 1.8838e-01
 2.3191e+02 1.4268e+02 9.9435e-01 2.0739e+02 1.4517e+02 6.5080e-03
 1.7756e+02 1.3804e+02 9.3181e-01 1.6221e+02 2.6507e+02 9.5170e-01
 1.3407e+02 2.8216e+02 9.5110e-01 2.1050e+02 4.1839e+02 7.5590e-01
 1.6782e+02 4.8405e+02 8.0626e-01 3.1364e+02 4.3270e+02 7.3069e-01
 3.2946e+02 4.7863e+02 7.8839e-01 1.7928e+02 4.9014e+02 3.0556e-01
 1.4993e+02 5.0278e+02 2.8140e-01 3.3477e+02 4.6899e+02 3.0749e-02
 2.8220e+02 4.7529e+02 3.5212e-02 2.8613e+02 4.6631e+02 1.2795e-02
 2.4290e+02 4.6287e+02]",
video_10.mp4,3,149,"[2.4349e+02 1.6803e+02 9.8484e-01 2.4310e+02 1.4434e+02 1.6720e-01
 2.3215e+02 1.4190e+02 9.9427e-01 2.0544e+02 1.4335e+02 6.3712e-03
 1.7870e+02 1.3667e+02 9.3103e-01 1.6144e+02 2.6293e+02 9.5201e-01
 1.3354e+02 2.8055e+02 9.5188e-01 2.0971e+02 4.1675e+02 7.6013e-01
 1.6723e+02 4.8326e+02 8.1248e-01 3.1348e+02 4.3041e+02 7.3644e-01
 3.2567e+02 4.7925e+02 7.9536e-01 1.7785e+02 4.8984e+02 3.1029e-01
 1.4816e+02 5.0249e+02 2.8675e-01 3.3441e+02 4.6773e+02 3.1097e-02
 2.7584e+02 4.7389e+02 3.5688e-02 2.8606e+02 4.6585e+02 1.2857e-02
 2.3920e+02 4.6343e+02]",
video_10.mp4,3,155,"[2.4290e+02 1.6694e+02 9.8248e-01 2.4264e+02 1.4331e+02 1.2878e-01
 2.3292e+02 1.4074e+02 9.9375e-01 2.0231e+02 1.4166e+02 6.2250e-03
 1.8129e+02 1.3533e+02 9.2957e-01 1.6150e+02 2.6034e+02 9.5198e-01
 1.3305e+02 2.7760e+02 9.5184e-01 2.1000e+02 4.1631e+02 7.6330e-01
 1.6629e+02 4.8172e+02 8.1444e-01 3.1522e+02 4.2853e+02 7.4078e-01
 3.2755e+02 4.7727e+02 7.9727e-01 1.7696e+02 4.8927e+02 3.1348e-01
 1.4620e+02 5.0192e+02 2.8935e-01 3.3587e+02 4.6609e+02 3.1699e-02
 2.6977e+02 4.7097e+02 3.6261e-02 2.8371e+02 4.6651e+02 1.3036e-02
 2.3478e+02 4.6354e+02]",
